omimatricula;cc_nit
9777723;860.532.426-7
9539377;901.102.112-3
9607576;800.116.249-8
9580247;800.116.249-8
9810343;860.532.426-7
9407598;860.532.426-7
9580211;830.506.584-3
9081320;806.004.303-9
9216602;800.116.249-8
9473250;860.031.615-2
9707625;900.477.097-6
9697856;860.532.426-7
9380805;806.004.303-9
9537472;830.506.584-3
9311634;900.824.728-4
9765598;900.477.097-6
9405320;830.506.584-3
9467550;802.019.981-3
9405540;800.182.535-0
9536428;800.067.129-1
9735127;900.477.097-6
9681170;800.182.535-0
9514341;900.477.097-6
9255062;806.004.303-9
9759680;800.116.249-8
9438444;900.477.097-6
9706334;900.477.097-6
9505974;802.010.775-1
9450650;806.004.303-9
9317420;800.067.129-1
9571507;860.532.426-7
9255062;900.477.097-6
7119721;900.282.820-7
9721425;802.019.981-3
9552965;900.897.369-6
9330226;800.220.366-6
9737694;900.477.097-6
9728849;860.532.426-7
9595383;900.477.097-6
9657868;860.532.426-7
9489170;860.532.426-7
9409522;802.010.775-1
9726841;802.010.775-1
9808352;800.067.129-1
9255983;802.019.981-3
9804552;802.019.981-3
9638484;901.122.463-9
9426879;900.477.097-6
9478511;800.116.249-8
9808352;901.102.112-3
726264;900.290.842-2
9454216;800.116.249-8
9605865;802.019.981-3
9463748;800.116.249-8
9223980;830.506.584-3
9755672;800.067.129-1
9637117;800.256.551-8
9820283;900.477.097-6
9663817;900.477.097-6
9519171;800.067.129-1
9698214;800.116.249-8
9685619;860.532.426-7
9487055;802.019.981-3
9300178;802.019.981-3
9389514;900.477.097-6
9299109;802.019.981-3
9285354;802.019.981-3
8102892;806.000.321-3
9790921;860.532.426-7
9616034;800.246.993-7
9250581;900.477.097-6
59908;860.532.426-7
9724453;900.824.728-4
9662370;860.532.426-7
1272719;900.290.842-2
9500675;900.477.097-6
9388209;900.180.400-9
9605994;901.102.112-3
9757955;806.004.303-9
9500807;900.897.369-6
9220988;900.477.097-6
9700134;900.477.097-6
9574999;901.102.112-3
9370393;802.010.775-1
9252876;800.220.366-6
9660621;860.532.426-7
9670420;800.067.129-1
9349459;806.004.303-9
9731896;860.532.426-7
9247467;900.606.944-4
9800025;860.532.426-7
9751303;802.010.775-1
9416020;802.010.775-1
4040801;900.290.842-2
9150327;900.824.728-4
9283849;802.019.981-3
9755464;900.477.097-6
9711731;800.116.249-8
9810329;860.532.426-7
9751341;900.477.097-6
9626962;860.532.426-7
9755476;900.477.097-6
8308147;800.067.129-1
9426142;800.116.249-8
9596777;800.116.249-8
9220976;901.102.112-3
9420849;860.532.426-7
9622760;806.004.303-9
9336347;800.220.366-6
9580211;802.010.775-1
9336866;900.477.097-6
9595125;800.182.535-0
9300764;860.532.426-7
9267091;830.506.584-3
9416109;802.019.981-3
9610652;860.532.426-7
9737565;860.532.426-7
9250165;900.824.728-4
9658783;860.532.426-7
9414450;800.116.249-8
9365245;802.019.981-3
9245275;901.102.112-3
9295505;800.220.366-6
9400409;860.532.426-7
9596026;802.019.981-3
9467873;860.532.426-7
9265653;800.220.366-6
9663128;802.019.981-3
9468097;900.477.097-6
71604;900.290.842-2
9699361;900.477.097-6
9187497;802.010.775-1
9105114;900.824.728-4
9543897;806.004.303-9
9727285;800.116.249-8
9384162;860.077.997-9
9701360;860.532.426-7
9594602;900.477.097-6
9572757;802.010.775-1
9648087;800.067.129-1
9316191;800.116.249-8
9609665;860.532.426-7
9501253;800.116.249-8
9584231;860.532.426-7
9267209;900.624.883-1
9589229;901.102.112-3
9567269;802.010.775-1
9388338;806.013.504-0
625125;900.290.842-2
9558402;802.010.775-1
9614385;802.010.775-1
24864;900.290.842-2
9567958;800.067.129-1
9081291;860.532.426-7
9694866;860.532.426-7
9302463;802.010.775-1
9478949;900.477.097-6
20940;900.290.842-2
9674799;802.019.981-3
9537264;900.477.097-6
9416020;860.532.426-7
9490260;800.116.249-8
9742455;900.477.097-6
9379650;860.532.426-7
9493145;860.532.426-7
9457294;830.506.584-3
9477828;800.067.129-1
9543926;900.477.097-6
9610509;802.010.775-1
9312341;830.506.584-3
9244984;860.532.426-7
9782003;900.477.097-6
9414280;800.116.249-8
9350068;900.477.097-6
9347839;860.532.426-7
9742077;802.019.981-3
9370109;802.019.981-3
9282170;806.013.504-0
9193812;860.532.426-7
9751341;860.532.426-7
2472;900.290.842-2
9502764;800.116.249-8
42258;900.290.842-2
725965;900.290.842-2
9657478;900.824.728-4
9430131;802.010.775-1
9056076;901.122.463-9
9771016;900.477.097-6
9291389;900.897.369-6
9757527;900.477.097-6
9496977;900.897.369-6
9477828;802.010.775-1
9416070;900.824.728-4
9360427;900.824.728-4
9606003;800.246.993-7
9152466;802.019.981-3
9350068;800.067.129-1
9406037;800.067.129-1
9476965;860.532.426-7
9450820;802.019.981-3
9287340;900.477.097-6
9800104;802.010.775-1
9396713;800.256.551-8
9585314;901.122.463-9
9314909;900.180.400-9
734120;900.290.842-2
9081320;860.532.426-7
20261;900.290.842-2
9428413;860.532.426-7
9624184;900.477.097-6
9365269;860.532.426-7
9599004;802.019.981-3
9597434;802.010.775-1
9426867;901.102.112-3
9541887;802.019.981-3
9493690;800.067.129-1
9565699;800.067.129-1
264;900.290.842-2
9667435;900.477.097-6
9649873;830.506.584-3
9602174;860.532.426-7
9538880;830.506.584-3
9533323;830.506.584-3
9316153;802.019.981-3
9603063;800.067.129-1
9399882;800.256.551-8
9488035;860.532.426-7
9285110;900.477.097-6
9741516;900.477.097-6
9244855;800.067.129-1
9497476;901.102.112-3
9468152;830.506.584-3
9464027;800.116.249-8
9278868;860.532.426-7
9485899;900.477.097-6
9705172;900.477.097-6
9322853;800.220.366-6
9425980;802.019.981-3
9785134;900.477.097-6
9596026;900.477.097-6
9705160;900.477.097-6
9757802;802.010.775-1
9605102;802.010.775-1
9609299;900.477.097-6
9773143;800.116.249-8
9640061;860.532.426-7
9616034;900.477.097-6
9473432;802.010.775-1
9338151;900.477.097-6
9542348;800.220.366-6
9313022;900.477.097-6
9635810;800.256.551-8
9404900;900.477.097-6
46404;900.290.842-2
9296119;900.180.400-9
9340582;900.477.097-6
9456733;860.532.426-7
9302671;900.180.400-9
9782261;860.532.426-7
8403545;806.004.303-9
9235490;806.004.303-9
9757008;800.067.129-1
9337834;802.019.981-3
9589085;802.010.775-1
9571492;860.532.426-7
9635468;800.116.249-8
9737577;802.019.981-3
9376000;830.506.584-3
9634438;900.897.369-6
9423786;900.477.097-6
9304370;802.010.775-1
9261073;900.477.097-6
801975;900.290.842-2
9014767;900.477.097-6
23313;900.088.812-7
9590620;900.477.097-6
9738894;830.506.584-3
9258985;901.102.112-3
9129029;900.477.097-6
4770159;900.290.842-2
9321093;800.116.249-8
9614971;860.532.426-7
9220988;800.116.249-8
9237137;860.532.426-7
9662423;800.116.249-8
9406960;800.250.763-5
9567269;800.116.249-8
9415210;800.116.249-8
9393632;901.102.112-3
8003216;806.000.321-3
9580053;802.010.775-1
9485849;900.477.097-6
9485825;800.116.249-8
842103;900.290.842-2
9722003;860.532.426-7
9635468;800.067.129-1
9712606;900.824.728-4
9663738;800.116.249-8
9424857;900.897.369-6
7311106;900.290.842-2
822126;900.290.842-2
9521849;802.010.775-1
9315757;900.477.097-6
9255062;802.019.981-3
9226750;800.116.249-8
9485887;800.116.249-8
9485772;800.116.249-8
9623051;800.067.129-1
9371775;802.019.981-3
9422677;802.019.981-3
9235488;860.532.426-7
9550254;800.067.129-1
9304306;900.477.097-6
9223813;900.477.097-6
9402067;900.477.097-6
9406922;800.116.249-8
9663271;800.067.129-1
9376000;900.477.097-6
9464948;860.532.426-7
9626572;900.477.097-6
9700043;900.477.097-6
9227596;806.000.321-3
9600839;900.477.097-6
9146003;830.506.584-3
9640097;860.532.426-7
922;900.290.842-2
9240548;806.004.303-9
9426881;900.477.097-6
9595369;806.004.303-9
9258222;860.532.426-7
9543689;860.532.426-7
9514121;900.897.369-6
9432531;900.477.097-6
9506734;860.532.426-7
9614995;802.019.981-3
9229685;860.532.426-7
9418779;900.477.097-6
9516868;806.004.303-9
9405320;802.019.981-3
47909;900.290.842-2
9450753;800.116.249-8
9373993;900.477.097-6
9299472;800.116.249-8
9274678;900.824.728-4
9497854;860.532.426-7
9713466;802.019.981-3
9282390;800.067.129-1
9285354;860.532.426-7
9228021;800.116.249-8
9345659;800.256.551-8
9735127;800.067.129-1
9414474;900.477.097-6
9255062;901.102.112-3
9304461;806.004.303-9
9415222;802.019.981-3
9762481;900.477.097-6
9370094;806.004.303-9
9376000;806.004.303-9
9697894;900.477.097-6
9480708;802.010.775-1
9696840;802.019.981-3
9490260;802.010.775-1
9644251;900.477.097-6
9426192;900.477.097-6
9401855;900.477.097-6
9687485;802.010.775-1
9758090;900.824.728-4
9416721;860.532.426-7
9785134;800.067.129-1
9262819;900.587.386-1
9595395;806.004.303-9
9699725;806.004.303-9
9753272;800.067.129-1
9291987;830.506.584-3
9360207;860.532.426-7
9521825;901.102.112-3
9563720;900.477.097-6
9111149;830.506.584-3
9438444;802.019.981-3
9230921;900.477.097-6
9495935;830.506.584-3
9415325;900.477.097-6
9416721;800.116.249-8
9431460;860.031.615-2
9234214;900.477.097-6
9466324;901.102.112-3
9450777;860.532.426-7
9441386;800.116.249-8
9729922;900.477.097-6
9317365;900.897.369-6
9146613;830.506.584-3
9261516;900.824.728-4
9425772;860.532.426-7
9428425;860.532.426-7
9307815;800.256.551-8
9542829;800.116.249-8
9694866;800.116.249-8
9592733;860.532.426-7
9697820;800.246.993-7
168105;900.290.842-2
9714680;800.067.129-1
9586447;806.004.303-9
9656553;802.010.775-1
9288291;860.532.426-7
9429754;802.010.775-1
9599004;901.102.112-3
9597434;901.102.112-3
9283954;860.532.426-7
9757931;800.067.129-1
9731535;900.477.097-6
9485904;860.532.426-7
9602978;900.477.097-6
9172258;900.824.728-4
9798337;800.116.249-8
9448360;830.506.584-3
9412488;800.220.366-6
9244257;860.532.426-7
9632272;900.477.097-6
9324710;800.246.993-7
9674799;860.532.426-7
9401312;800.116.249-8
9416707;800.246.993-7
9384320;901.122.463-9
9267405;800.067.129-1
9616060;802.010.775-1
9389112;900.477.097-6
9220976;900.477.097-6
9542685;802.019.981-3
9675743;900.477.097-6
9777369;800.116.249-8
9573969;802.010.775-1
9303883;830.506.584-3
9347279;860.005.101-9
9747053;800.067.129-1
7037741;900.477.097-6
9616046;800.116.249-8
9385221;806.004.303-9
9416719;800.116.249-8
9385099;830.506.584-3
9365269;900.824.728-4
9543251;802.010.775-1
9398591;806.004.303-9
9416082;900.824.728-4
9718454;802.019.981-3
9631371;901.102.112-3
9571583;901.102.112-3
31702;900.290.842-2
9775165;800.116.249-8
9336866;800.116.249-8
9426881;830.506.584-3
9347255;860.005.101-9
9437153;806.004.303-9
9482134;900.897.369-6
9236690;890.916.161-9
9167801;890.916.161-9
9204958;890.916.161-9
9550357;890.916.161-9
9399739;890.916.161-9
9307267;890.916.161-9
9374454;890.916.161-9
9189873;890.916.161-9
9399765;890.916.161-9
9550371;890.916.161-9
9399789;890.916.161-9
9059638;890.916.161-9
9454759;890.916.161-9
9434929;890.916.161-9
9504607;890.916.161-9
9030149;890.916.161-9
9172959;890.916.161-9
400267;39.300.088
9454761;890.916.161-9
45287-PEXT;39.300.088
9015187;890.916.161-9
9231470;890.916.161-9
9015199;890.916.161-9
9275062;890.916.161-9
9030137;890.916.161-9
9215919;890.916.161-9
9204960;890.916.161-9
9344631;890.916.161-9
9220316;890.916.161-9
9301433;890.916.161-9
9326823;800.235.053-1
9348986;890.916.161-9
8965517;39.300.088
SSR4381;39.300.088
9470727;890.916.161-9
9550371;800.235.053-1
9015216;890.916.161-9
9241475;890.916.161-9
855866;39.300.088
9307841;890.916.161-9
9410260;890.916.161-9
9275050;800.235.053-1
TG-01218L;39.300.088
9347267;890.916.161-9
9179268;890.916.161-9
6517158;39.300.088
9399789;800.235.053-1
9222120;890.916.161-9
9286786;890.916.161-9
9347293;890.916.161-9
9697014;800.235.053-1
9275024;890.916.161-9
9275036;890.916.161-9
9301433;800.235.053-1
9697014;890.916.161-9
9399765;800.235.053-1
9348986;800.235.053-1
9275062;800.235.053-1
8912156;800.134.133-9
9179256;890.916.161-9
9127928;800.134.133-9
9189885;890.916.161-9
9302449;890.916.161-9
9047271;800.134.133-9
9322841;890.916.161-9
9084607;890.916.161-9
31396;12.905.045-1
5279022;12.907.381
7325198;12.907.381
7025413;12.907.381
8963832;835.000.630-1
9185516;12.904.400-7
9275749;12.904.400-7
9270488;12.904.400-7
9043081;12.904.400-7
13-192794;12.905.045-1
17851ZR1989;16.468.714-8
9216547;12.904.400-7
9254850;12.904.400-7
9287443;840.000.591-9
9255933;12.904.400-7
9257498;12.904.400-7
7804273;835.000.630-1
9346445;12.904.400-7
9382970;12.904.400-7
9331804;840.000.591-9
9283617;12.904.400-7
9301976;12.904.400-7
9323962;12.904.400-7
9441207;12.904.400-7
9316232;12.904.400-7
9423621;12.904.400-7
9470272;12.904.400-7
9351440;12.904.400-7
9306562;12.904.400-7
9577068;12.904.400-7
CP-02-0590;16.468.714-8
CP-02-0590;12.905.045-1
9565601;12.904.400-7
9342217;12.904.400-7
9523926;840.000.591-9
B-02-05844;16.468.714-8
B-02-06228;16.468.714-8
B-02-06315;16.468.714-8
B-02-06570;16.468.714-8
B-02-07415;16.468.714-8
B-02-07508;12.905.045-1
38797425;12.905.045-1
B-07-02095;12.905.045-1
B-07-02447;16.468.714-8
B-07-02638;16.468.714-8
B-07-02813;12.905.045-1
P-04-00261;840.000.591-9
P-0400261;840.000.591-9
9719082;835.000.630-1
0044839-PEXT;900.290.842-2
11343946;830.511.560-7
00030702-F;900.290.842-2
10581ZA2006;830.511.560-7
1068252;830.511.560-7
4272611;900.290.842-2
12846;830.511.560-7
5956;830.511.560-7
1222518;900.290.842-2
6523535;830.506.584-3
6626660;900.290.842-2
7421966;900.477.097-6
7030444;800.195.272-5
7333250;806.000.321-3
733446;830.511.560-7
7363217;860.005.101-9
7621786;800.116.249-8
7625500;806.000.321-3
7713204;800.195.272-5
7827471;806.000.321-3
7APM140909;830.511.560-7
7913206;900.477.097-6
7122106;806.000.321-3
7123485;806.000.321-3
8316443;830.506.584-3
8316522;802.019.981-3
8337780;900.290.842-2
8520575;800.116.249-8
8520575;860.532.426-7
8520434;830.506.584-3
8815308;900.088.812-7
8811950;890.115.984-6
8813025;900.477.097-6
8103107;806.000.321-3
8205204;806.004.303-9
8205204;802.019.981-3
8207331;806.004.303-9
8820717;860.532.426-7
8821931;860.532.426-7
8908832;800.116.249-8
9010125;860.005.101-9
9015008;860.532.426-7
9014896;890.115.984-6
9037276;900.477.097-6
8919532;830.506.584-3
8967424;800.195.272-5
9048263;830.506.584-3
4117310;900.290.842-2
9106455;900.374.883-6
9106467;900.374.883-6
9106742;860.532.426-7
9063263;830.506.584-3
9065297;800.116.249-8
9109536;800.116.249-8
9070723;900.477.097-6
9070735;900.477.097-6
9070797;900.374.883-6
9074781;900.509.692-8
9074781;900.261.482-0
9076399;900.477.097-6
9081332;890.115.984-6
9081370;890.115.984-6
9081825;900.180.400-9
9081825;800.182.535-0
9081813;802.010.775-1
9081813;800.182.535-0
9081813;900.180.400-9
9081837;800.256.551-8
9081837;800.182.535-0
9109926;860.532.426-7
9109926;800.067.129-1
9111149;802.019.981-3
9111149;860.532.426-7
9100176;806.004.303-9
5244090;900.290.842-2
5374248;800.195.272-5
9113850;860.532.426-7
9088732;900.477.097-6
9125152;800.116.249-8
9127071;802.010.775-1
9127057;800.246.993-7
9127069;802.010.775-1
44652-PEXT;900.261.482-0
9114969;900.509.692-8
9141625;860.006.765-3
9117416;802.019.981-3
9129940;800.182.535-0
9134672;900.374.883-6
9149251;802.010.775-1
9619440;800.249.687-1
9602978;901.205.751-2
9294824;800.220.366-6
9676591;860.532.426-7
9190767;800.235.053-1
9613422;800.246.993-7
9632038;800.220.366-6
9321017;860.006.765-3
9321029;860.006.765-3
9522881;800.116.249-8
9651113;830.506.584-3
9739317;800.116.249-8
9232577;802.008.802-6
9294393;800.235.053-1
9581423;835.001.500-5
9729104;800.220.366-6
9503732;800.249.687-1
9338632;860.006.765-3
9146497;800.235.053-1
9435129;900.477.097-6
9426879;830.506.584-3
8341251;900.189.529-0
9337937;806.004.569-0
9648087;901.205.751-2
9777589;802.008.802-6
9605279;800.249.687-1
9719874;860.006.765-3
9357846;860.001.560-8
9358632;901.205.751-2
9219795;800.235.053-1
9558892;901.205.751-2
9495923;860.532.426-7
9281920;900.477.097-6
9294381;800.235.053-1
9514377;900.477.097-6
9283863;860.001.560-8
9368871;835.001.500-5
9168855;860.001.560-8
9519145;806.004.569-0
9166780;800.235.053-1
9702089;800.249.687-1
9777618;802.008.802-6
9749570;830.506.584-3
9219800;800.235.053-1
9465306;800.249.687-1
9416020;901.205.751-2
9629079;860.001.560-8
9731913;806.004.569-0
9771016;800.116.249-8
9283875;860.001.560-8
9811745;900.477.097-6
9352004;800.235.053-1
9729128;800.220.366-6
9619452;800.249.687-1
9343780;901.205.751-2
9820972;800.067.129-1
9792008;800.116.249-8
9465318;800.249.687-1
9400083;802.008.802-6
9357121;860.001.560-8
9448803;806.004.569-0
9610676;900.477.097-6
9640607;860.532.426-7
9718935;800.235.053-1
9619426;800.249.687-1
9644512;830.506.584-3
9210098;800.220.366-6
9763631;860.532.426-7
9679907;800.220.366-6
9842102;800.249.687-1
9613848;830.506.584-3
9412634;860.532.426-7
9643946;800.116.249-8
9206023;860.006.765-3
9146455;800.235.053-1
9624627;800.246.993-7
9338151;835.001.500-5
9777632;802.008.802-6
9778117;800.249.687-1
9626388;860.532.426-7
9325764;860.006.765-3
9821299;800.116.249-8
9190781;800.235.053-1
9425942;800.246.993-7
9630420;800.220.366-6
9426336;901.205.751-2
9587166;830.506.584-3
9685322;860.006.765-3
9593713;901.205.751-2
9239800;800.116.249-8
9120853;800.235.053-1
9722675;800.220.366-6
9293583;830.506.584-3
9401283;860.006.765-3
9381237;802.008.802-6
9456551;800.246.993-7
9770763;800.249.687-1
9190755;800.235.053-1
9722704;800.220.366-6
9255799;800.116.249-8
9778088;800.249.687-1
9307035;860.006.765-3
9659751;800.067.129-1
9626144;835.001.500-5
9790634;901.205.751-2
9490791;900.477.097-6
9416082;901.205.751-2
9340439;835.001.500-5
9718117;800.220.366-6
9145982;800.116.249-8
9552989;800.246.993-7
9558737;800.116.249-8
9579315;900.477.097-6
9256482;800.235.053-1
9640114;901.205.751-2
9725110;800.249.687-1
9354739;900.477.097-6
9190743;800.235.053-1
9498236;800.116.249-8
9290816;802.008.802-6
9542685;900.477.097-6
9719862;860.006.765-3
9120865;800.235.053-1
9340439;901.205.751-2
9761231;802.008.802-6
9294408;800.235.053-1
9745665;800.249.687-1
9350862;806.004.569-0
9650925;901.205.751-2
9729099;800.220.366-6
9304306;835.001.500-5
9859791;901.205.751-2
9352030;800.235.053-1
9229324;860.006.765-3
9557123;900.477.097-6
9628180;860.001.560-8
9759678;901.205.751-2
9336763;830.506.584-3
9718105;800.220.366-6
9402744;860.001.560-8
9515228;860.532.426-7
9527960;800.116.249-8
9394894;800.235.053-1
9401855;800.116.249-8
9796822;835.001.500-5
9477799;800.235.053-1
9777606;802.008.802-6
9770749;800.249.687-1
9781700;860.532.426-7
9781968;835.001.500-5
9638422;800.116.249-8
9403035;800.246.993-7
9410600;800.116.249-8
9400095;802.008.802-6
9629093;860.001.560-8
9595917;860.532.426-7
9698587;800.116.249-8
9683867;800.235.053-1
9362736;860.001.560-8
9624500;800.246.993-7
9722687;800.220.366-6
9633185;806.004.569-0
9595888;800.067.129-1
9473224;830.506.584-3
9426881;860.001.560-8
9865520;901.205.751-2
9674189;830.506.584-3
9604847;800.116.249-8
9321031;860.006.765-3
9753272;835.001.500-5
9325427;860.006.765-3
9178197;901.205.751-2
9393553;800.116.249-8
9166792;800.235.053-1
9395525;860.006.765-3
9288576;901.205.751-2
827-592;901.087.342-6
9245744;800.235.053-1
9770751;800.249.687-1
9612143;800.116.249-8
9696450;800.246.993-7
9709776;806.004.569-0
9687071;860.532.426-7
9742974;806.004.569-0
9493145;901.205.751-2
9487586;800.116.249-8
9387358;900.477.097-6
9737565;901.205.751-2
9213454;830.506.584-3
9724752;800.246.993-7
9359600;901.205.751-2
9506758;900.477.097-6
9812743;806.004.569-0
9609720;860.532.426-7
9636371;800.246.993-7
9241322;860.001.560-8
9198587;800.235.053-1
9777620;802.008.802-6
9756731;800.249.687-1
9603697;800.246.993-7
9610755;901.205.751-2
9510149;860.006.765-3
9138525;806.004.569-0
9241308;860.001.560-8
9845790;800.067.129-1
9454058;900.477.097-6
9352042;800.235.053-1
9865233;901.205.751-2
9347877;860.532.426-7
9720067;860.532.426-7
9284843;830.506.584-3
9767998;800.220.366-6
9490624;800.246.993-7
9190779;800.235.053-1
9332872;802.008.802-6
9574365;900.477.097-6
9802308;901.205.751-2
9146467;800.235.053-1
9490325;901.205.751-2
9748409;800.116.249-8
9467433;800.249.687-1
9578775;860.532.426-7
9166778;800.235.053-1
9648087;900.477.097-6
9198575;800.235.053-1
9309629;901.205.751-2
9158276;860.031.615-2
9294379;800.235.053-1
9831696;901.205.751-2
9626144;830.506.584-3
9756729;800.249.687-1
9203291;830.506.584-3
9277802;830.506.584-3
9515199;800.116.249-8
9205885;900.477.097-6
